Concept,Rel,Feature,Frequency,上级类别,下级类别,impair
老虎,是,是-肉食类,11.6129032258065,动物,陆生动物,0
老虎,有,有-毛,11.6129032258065,动物,陆生动物,1
老虎,需要,需要-水,10.6451612903226,动物,陆生动物,0
老虎,有,有-尾巴,10.6451612903226,动物,陆生动物,0
老虎,可以,可以-跑,8.70967741935484,动物,陆生动物,0
老虎,有,有-嘴巴,8.70967741935484,动物,陆生动物,1
老虎,是,是-哺乳类,7.74193548387097,动物,陆生动物,1
老虎,像,像-狮子,7.74193548387097,动物,陆生动物,1
老虎,需要,需要-保护,7.74193548387097,动物,陆生动物,1
老虎,需要,需要-睡觉,6.7741935483871,动物,陆生动物,0
老虎,有,有-眼睛,6.7741935483871,动物,陆生动物,1
老虎,需要,需要-空气,5.80645161290323,动物,陆生动物,0
老虎,有,有-耳朵,5.80645161290323,动物,陆生动物,0
老虎,有,有-锋利的牙齿,5.80645161290323,动物,陆生动物,0
老虎,有,有-花纹,5.80645161290323,动物,陆生动物,0
老虎,有,有-皮肤,5.80645161290323,动物,陆生动物,0
老虎,是,是-大的,4.83870967741935,动物,陆生动物,0
老虎,是,是-王,4.83870967741935,动物,陆生动物,1
老虎,有,有-爪子,4.83870967741935,动物,陆生动物,0
老虎,可以,可以-吃人,3.87096774193548,动物,陆生动物,0
老虎,可以,可以-观赏,3.87096774193548,动物,陆生动物,0
老虎,是,是-锋利的,3.87096774193548,动物,陆生动物,0
老虎,像,像-豹子,3.87096774193548,动物,陆生动物,0
老虎,需要,需要-呼吸,3.87096774193548,动物,陆生动物,0
老虎,有,有-身体,3.87096774193548,动物,陆生动物,1
老虎,有,有-头,3.87096774193548,动物,陆生动物,1
老虎,可以,可以-爬,2.90322580645161,动物,陆生动物,0
老虎,是,是-黄色的,2.90322580645161,动物,陆生动物,0
老虎,是,是-猫科,2.90322580645161,动物,陆生动物,1
老虎,是,是-猛兽,2.90322580645161,动物,陆生动物,0
老虎,是,是-兽类,2.90322580645161,动物,陆生动物,0
老虎,需要,需要-肉,2.90322580645161,动物,陆生动物,0
老虎,有,有-鼻子,2.90322580645161,动物,陆生动物,0
老虎,有,有-多种种类,2.90322580645161,动物,陆生动物,0
老虎,可以,可以-称王,1.93548387096774,动物,陆生动物,0
老虎,可以,可以-繁衍,1.93548387096774,动物,陆生动物,0
老虎,可以,可以-攻击,1.93548387096774,动物,陆生动物,0
老虎,可以,可以-跳,1.93548387096774,动物,陆生动物,0
老虎,可以,可以-咬,1.93548387096774,动物,陆生动物,0
老虎,可以,可以-咬人,1.93548387096774,动物,陆生动物,0
老虎,可以,可以-游泳,1.93548387096774,动物,陆生动物,1
老虎,是,是-可怕的,1.93548387096774,动物,陆生动物,1
老虎,是,是-生物,1.93548387096774,动物,陆生动物,0
老虎,需要,需要-森林,1.93548387096774,动物,陆生动物,0
老虎,需要,需要-饲养,1.93548387096774,动物,陆生动物,1
老虎,需要,需要-远离,1.93548387096774,动物,陆生动物,0
老虎,有,有-大脑,1.93548387096774,动物,陆生动物,1
老鼠,是,是-动物,28.0,动物,陆生动物,0
老鼠,有,有-尾巴,21.0,动物,陆生动物,0
老鼠,需要,需要-食物,18.0,动物,陆生动物,1
老鼠,有,有-眼睛,12.0,动物,陆生动物,0
老鼠,需要,需要-水,11.0,动物,陆生动物,0
老鼠,有,有-毛,11.0,动物,陆生动物,0
老鼠,有,有-牙齿,10.0,动物,陆生动物,1
老鼠,有,有-嘴巴,10.0,动物,陆生动物,0
老鼠,有,有-耳朵,9.0,动物,陆生动物,0
老鼠,有,有-四肢,9.0,动物,陆生动物,0
老鼠,可以,可以-打洞,8.0,动物,陆生动物,0
老鼠,是,是-哺乳类,7.0,动物,陆生动物,0
老鼠,需要,需要-睡觉,7.0,动物,陆生动物,0
老鼠,是,是-小的,6.0,动物,陆生动物,0
老鼠,有,有-皮肤,6.0,动物,陆生动物,0
老鼠,是,是-黑色的,5.0,动物,陆生动物,0
老鼠,是,是-灰色的,5.0,动物,陆生动物,0
老鼠,是,是-啮齿类,5.0,动物,陆生动物,0
老鼠,有,有-鼻子,5.0,动物,陆生动物,0
老鼠,有,有-胡子,5.0,动物,陆生动物,0
老鼠,可以,可以-传播疾病,4.0,动物,陆生动物,0
老鼠,可以,可以-偷吃东西,4.0,动物,陆生动物,0
老鼠,需要,需要-空气,4.0,动物,陆生动物,1
老鼠,有,有-爪子,4.0,动物,陆生动物,0
老鼠,可以,可以-繁衍,3.0,动物,陆生动物,0
老鼠,可以,可以-跑,3.0,动物,陆生动物,0
老鼠,是,是-白色的,3.0,动物,陆生动物,0
老鼠,是,是-生物,3.0,动物,陆生动物,0
老鼠,是,是-鼠类,3.0,动物,陆生动物,1
老鼠,是,是-有害的,3.0,动物,陆生动物,0
老鼠,像,像-仓鼠,3.0,动物,陆生动物,1
老鼠,像,像-猫,3.0,动物,陆生动物,0
老鼠,像,像-鼠标,3.0,动物,陆生动物,1
老鼠,需要,需要-捕捞,3.0,动物,陆生动物,0
老鼠,有,有-身体,3.0,动物,陆生动物,0
老鼠,可以,可以-啃木头,2.0,动物,陆生动物,0
老鼠,可以,可以-爬,2.0,动物,陆生动物,0
老鼠,可以,可以-偷吃粮食,2.0,动物,陆生动物,1
老鼠,可以,可以-偷吃食物,2.0,动物,陆生动物,1
老鼠,可以,可以-挖洞,2.0,动物,陆生动物,1
老鼠,是,是-四害,2.0,动物,陆生动物,0
老鼠,是,是-讨厌的,2.0,动物,陆生动物,0
老鼠,是,是-玩具,2.0,动物,陆生动物,0
老鼠,像,像-松鼠,2.0,动物,陆生动物,1
老鼠,像,像-土拨鼠,2.0,动物,陆生动物,0
老鼠,像,像-兔子,2.0,动物,陆生动物,1
老鼠,像,像-鼹鼠,2.0,动物,陆生动物,1
老鼠,需要,需要-谷物,2.0,动物,陆生动物,1
老鼠,需要,需要-呼吸,2.0,动物,陆生动物,0
老鼠,需要,需要-消灭,2.0,动物,陆生动物,0
老鼠,有,有-多种种类,2.0,动物,陆生动物,1
老鼠,有,有-头,2.0,动物,陆生动物,0
老鼠,有,有-须,2.0,动物,陆生动物,1
老鼠,有,有-长尾巴,2.0,动物,陆生动物,0
立交桥,是,是-桥,12.8571428571429,人造物,建筑,0
立交桥,是,是-道路,9.64285714285714,人造物,建筑,1
立交桥,其他,其他-交通,8.57142857142857,人造物,建筑,1
立交桥,需要,需要-维护,6.42857142857143,人造物,建筑,1
立交桥,是,是-建筑,5.35714285714286,人造物,建筑,1
立交桥,是,是-复杂的,4.28571428571429,人造物,建筑,1
立交桥,有,有-车,4.28571428571429,人造物,建筑,0
立交桥,可以,可以-通行,3.21428571428571,人造物,建筑,0
立交桥,是,是-大的,3.21428571428571,人造物,建筑,0
立交桥,是,是-高的,3.21428571428571,人造物,建筑,0
立交桥,需要,需要-建造,3.21428571428571,人造物,建筑,0
立交桥,需要,需要-修建,3.21428571428571,人造物,建筑,1
立交桥,有,有-混凝土,3.21428571428571,人造物,建筑,0
立交桥,像,像-积木,2.14285714285714,人造物,建筑,0
立交桥,像,像-血管,2.14285714285714,人造物,建筑,0
立交桥,像,像-蜘蛛网,2.14285714285714,人造物,建筑,0
立交桥,需要,需要-建,2.14285714285714,人造物,建筑,0
立交桥,需要,需要-修理,2.14285714285714,人造物,建筑,0
立交桥,有,有-钢筋,2.14285714285714,人造物,建筑,0
立交桥,有,有-桥墩,2.14285714285714,人造物,建筑,1
立交桥,有,有-柱子,2.14285714285714,人造物,建筑,0
萝卜,是,是-食物,24.0,植物,蔬菜,0
萝卜,是,是-蔬菜,19.0,植物,蔬菜,1
萝卜,有,有-叶子,18.0,植物,蔬菜,1
萝卜,需要,需要-水,17.0,植物,蔬菜,0
萝卜,是,是-植物,15.0,植物,蔬菜,0
萝卜,需要,需要-土,14.0,植物,蔬菜,0
萝卜,需要,需要-空气,12.0,植物,蔬菜,0
萝卜,是,是-白色的,11.0,植物,蔬菜,0
萝卜,需要,需要-阳光,10.0,植物,蔬菜,0
萝卜,需要,需要-种植,9.0,植物,蔬菜,0
萝卜,是,是-红色的,7.0,植物,蔬菜,1
萝卜,有,有-根,7.0,植物,蔬菜,0
萝卜,有,有-皮,6.0,植物,蔬菜,1
萝卜,是,是-草本类,5.0,植物,蔬菜,0
萝卜,像,像-胡罗卜,5.0,植物,蔬菜,0
萝卜,有,有-维生素,5.0,植物,蔬菜,0
萝卜,是,是-脆的,4.0,植物,蔬菜,1
萝卜,是,是-绿色的,4.0,植物,蔬菜,0
萝卜,像,像-棒槌,4.0,植物,蔬菜,0
萝卜,有,有-多种颜色,4.0,植物,蔬菜,0
萝卜,有,有-果实,4.0,植物,蔬菜,0
萝卜,有,有-水,4.0,植物,蔬菜,1
萝卜,有,有-味道,4.0,植物,蔬菜,0
萝卜,是,是-圆形,3.0,植物,蔬菜,0
萝卜,像,像-红薯,3.0,植物,蔬菜,1
萝卜,需要,需要-肥料,3.0,植物,蔬菜,0
萝卜,需要,需要-营养,3.0,植物,蔬菜,0
萝卜,可以,可以-拔,2.0,植物,蔬菜,0
萝卜,可以,可以-炒,2.0,植物,蔬菜,0
萝卜,可以,可以-买卖,2.0,植物,蔬菜,0
萝卜,可以,可以-生吃,2.0,植物,蔬菜,0
萝卜,可以,可以-腌制,2.0,植物,蔬菜,1
萝卜,是,是-根茎,2.0,植物,蔬菜,0
萝卜,是,是-光滑的,2.0,植物,蔬菜,1
萝卜,是,是-药,2.0,植物,蔬菜,1
萝卜,像,像-钉子,2.0,植物,蔬菜,0
萝卜,像,像-胡巴,2.0,植物,蔬菜,1
萝卜,像,像-藕,2.0,植物,蔬菜,1
萝卜,像,像-土豆,2.0,植物,蔬菜,0
萝卜,有,有-多种种类,2.0,植物,蔬菜,0
萝卜,有,有-胡萝卜素,2.0,植物,蔬菜,0
萝卜,有,有-花,2.0,植物,蔬菜,0
萝卜,有,有-茎,2.0,植物,蔬菜,0
萝卜,有,有-纤维,2.0,植物,蔬菜,0
萝卜,有,有-营养,2.0,植物,蔬菜,1
萝卜,有,有-种子,2.0,植物,蔬菜,0
麻雀,可以,可以-飞,28.0,动物,鸟,0
麻雀,是,是-鸟,26.0,动物,鸟,0
麻雀,需要,需要-食物,25.0,动物,鸟,1
麻雀,是,是-动物,21.0,动物,鸟,0
麻雀,有,有-翅膀,20.0,动物,鸟,0
麻雀,需要,需要-水,18.0,动物,鸟,0
麻雀,有,有-嘴巴,16.0,动物,鸟,0
麻雀,有,有-羽毛,15.0,动物,鸟,0
麻雀,需要,需要-空气,11.0,动物,鸟,0
麻雀,有,有-爪子,11.0,动物,鸟,1
麻雀,是,是-小的,10.0,动物,鸟,0
麻雀,有,有-眼睛,10.0,动物,鸟,0
麻雀,是,是-食物,7.0,动物,鸟,1
麻雀,需要,需要-睡觉,7.0,动物,鸟,1
麻雀,可以,可以-叫,5.0,动物,鸟,0
麻雀,是,是-棕色的,5.0,动物,鸟,0
麻雀,需要,需要-阳光,5.0,动物,鸟,0
麻雀,有,有-头,5.0,动物,鸟,0
麻雀,可以,可以-捕猎,4.0,动物,鸟,0
麻雀,像,像-鹌鹑,4.0,动物,鸟,0
麻雀,需要,需要-虫,4.0,动物,鸟,1
麻雀,有,有-脚,4.0,动物,鸟,1
麻雀,有,有-内脏,4.0,动物,鸟,0
麻雀,是,是-灰色的,3.0,动物,鸟,0
麻雀,是,是-小巧的,3.0,动物,鸟,1
麻雀,像,像-鸡,3.0,动物,鸟,1
麻雀,需要,需要-保护,3.0,动物,鸟,0
麻雀,需要,需要-树枝,3.0,动物,鸟,1
麻雀,可以,可以-捕虫,2.0,动物,鸟,0
麻雀,可以,可以-孵化,2.0,动物,鸟,1
麻雀,是,是-禽类,2.0,动物,鸟,0
麻雀,是,是-生物,2.0,动物,鸟,1
麻雀,像,像-飞机,2.0,动物,鸟,0
麻雀,像,像-鸽子,2.0,动物,鸟,0
麻雀,像,像-喜鹊,2.0,动物,鸟,0
麻雀,像,像-燕子,2.0,动物,鸟,0
麻雀,像,像-鹦鹉,2.0,动物,鸟,1
麻雀,有,有-多种种类,2.0,动物,鸟,1
麻雀,有,有-两只脚,2.0,动物,鸟,0
麻雀,有,有-身体,2.0,动物,鸟,1
麻雀,有,有-四肢,2.0,动物,鸟,0
麻雀,有,有-腿,2.0,动物,鸟,0
麻雀,有,有-尾巴,2.0,动物,鸟,1
马桶,可以,可以-冲水,19.0,人造物,家具,0
马桶,有,有-盖子,17.0,人造物,家具,0
马桶,像,像-椅子,12.0,人造物,家具,0
马桶,需要,需要-清洗,11.0,人造物,家具,0
马桶,有,有-马桶盖,11.0,人造物,家具,0
马桶,其他,其他-厕所,10.0,人造物,家具,0
马桶,有,有-水箱,10.0,人造物,家具,0
马桶,是,是-白色的,8.0,人造物,家具,1
马桶,可以,可以-上厕所,7.0,人造物,家具,1
马桶,有,有-水,7.0,人造物,家具,0
马桶,是,是-家具,6.0,人造物,家具,0
马桶,是,是-桶,5.0,人造物,家具,1
马桶,可以,可以-排泄,4.0,人造物,家具,1
马桶,是,是-家居用品,4.0,人造物,家具,0
马桶,是,是-生活用品,4.0,人造物,家具,0
马桶,是,是-陶瓷,4.0,人造物,家具,0
马桶,是,是-用具,4.0,人造物,家具,1
马桶,需要,需要-安装,4.0,人造物,家具,0
马桶,可以,可以-买卖,3.0,人造物,家具,1
马桶,是,是-便利的,3.0,人造物,家具,1
马桶,需要,需要-设计,3.0,人造物,家具,0
马桶,需要,需要-刷,3.0,人造物,家具,0
马桶,需要,需要-制造,3.0,人造物,家具,0
马桶,有,有-垫子,3.0,人造物,家具,0
马桶,可以,可以-使用,2.0,人造物,家具,1
马桶,是,是-工具,2.0,人造物,家具,0
马桶,是,是-人造的,2.0,人造物,家具,0
马桶,是,是-日常的,2.0,人造物,家具,0
马桶,是,是-上厕所用的,2.0,人造物,家具,0
马桶,是,是-塑料,2.0,人造物,家具,1
马桶,是,是-卫生间里的,2.0,人造物,家具,0
马桶,是,是-硬的,2.0,人造物,家具,1
马桶,是,是-坐便器,2.0,人造物,家具,0
马桶,像,像-箱子,2.0,人造物,家具,0
马桶,需要,需要-擦,2.0,人造物,家具,0
马桶,需要,需要-电,2.0,人造物,家具,0
马桶,需要,需要-水冲,2.0,人造物,家具,0
马桶,需要,需要-消毒,2.0,人造物,家具,0
马桶,有,有-按键,2.0,人造物,家具,0
马桶,有,有-冲水按钮,2.0,人造物,家具,1
马桶,有,有-马桶垫,2.0,人造物,家具,0
马桶,有,有-桶盖,2.0,人造物,家具,0
马桶,有,有-座位,2.0,人造物,家具,1
猫头鹰,是,是-动物,23.0,动物,鸟,0
猫头鹰,有,有-眼睛,20.0,动物,鸟,0
猫头鹰,可以,可以-飞,18.0,动物,鸟,0
猫头鹰,是,是-鸟,17.0,动物,鸟,0
猫头鹰,有,有-翅膀,17.0,动物,鸟,1
猫头鹰,需要,需要-食物,16.0,动物,鸟,0
猫头鹰,像,像-猫,13.0,动物,鸟,1
猫头鹰,有,有-羽毛,10.0,动物,鸟,0
猫头鹰,有,有-嘴巴,10.0,动物,鸟,1
猫头鹰,是,是-晚上的,8.0,动物,鸟,0
猫头鹰,需要,需要-睡觉,8.0,动物,鸟,0
猫头鹰,可以,可以-捕猎,7.0,动物,鸟,0
猫头鹰,有,有-大眼睛,7.0,动物,鸟,0
猫头鹰,其他,其他-哈利波特,5.0,动物,鸟,0
猫头鹰,需要,需要-保护,5.0,动物,鸟,0
猫头鹰,需要,需要-老鼠,5.0,动物,鸟,0
猫头鹰,有,有-毛,5.0,动物,鸟,1
猫头鹰,像,像-鹰,4.0,动物,鸟,0
猫头鹰,需要,需要-空气,4.0,动物,鸟,0
猫头鹰,有,有-爪子,4.0,动物,鸟,0
猫头鹰,是,是-禽类,3.0,动物,鸟,0
猫头鹰,是,是-凶的,3.0,动物,鸟,0
猫头鹰,是,是-有益的,3.0,动物,鸟,1
猫头鹰,像,像-老鹰,3.0,动物,鸟,0
猫头鹰,需要,需要-水,3.0,动物,鸟,0
猫头鹰,可以,可以-捕老鼠,2.0,动物,鸟,1
猫头鹰,可以,可以-夜视,2.0,动物,鸟,1
猫头鹰,是,是-可爱的,2.0,动物,鸟,0
猫头鹰,是,是-生物,2.0,动物,鸟,0
猫头鹰,需要,需要-栖息地,2.0,动物,鸟,0
猫头鹰,有,有-鼻子,2.0,动物,鸟,0
猫头鹰,有,有-尖嘴巴,2.0,动物,鸟,1
猫头鹰,有,有-脚,2.0,动物,鸟,1
毛衣,是,是-衣服,24.0,人造物,服饰,0
毛衣,可以,可以-保暖,19.0,人造物,服饰,0
毛衣,有,有-毛线,18.0,人造物,服饰,0
毛衣,需要,需要-清洗,14.0,人造物,服饰,1
毛衣,可以,可以-穿,13.0,人造物,服饰,0
毛衣,有,有-毛,9.0,人造物,服饰,0
毛衣,有,有-多种样式,7.0,人造物,服饰,1
毛衣,需要,需要-制造,6.0,人造物,服饰,0
毛衣,有,有-多种颜色,6.0,人造物,服饰,0
毛衣,是,是-服饰,5.0,人造物,服饰,1
毛衣,像,像-秋衣,5.0,人造物,服饰,0
毛衣,需要,需要-针织,5.0,人造物,服饰,1
毛衣,有,有-线,5.0,人造物,服饰,0
毛衣,可以,可以-买卖,4.0,人造物,服饰,0
毛衣,可以,可以-御寒,4.0,人造物,服饰,0
毛衣,需要,需要-织,4.0,人造物,服饰,0
毛衣,是,是-纺织品,3.0,人造物,服饰,0
毛衣,像,像-卫衣,3.0,人造物,服饰,0
毛衣,有,有-多种种类,3.0,人造物,服饰,0
毛衣,可以,可以-挡风,2.0,人造物,服饰,0
毛衣,是,是-白色的,2.0,人造物,服饰,0
毛衣,是,是-厚的,2.0,人造物,服饰,0
毛衣,是,是-生活用品,2.0,人造物,服饰,1
毛衣,是,是-舒服的,2.0,人造物,服饰,0
毛衣,是,是-针织的,2.0,人造物,服饰,0
毛衣,像,像-大衣,2.0,人造物,服饰,0
毛衣,像,像-外套,2.0,人造物,服饰,1
毛衣,像,像-线衣,2.0,人造物,服饰,0
毛衣,像,像-针织衫,2.0,人造物,服饰,0
毛衣,需要,需要-保养,2.0,人造物,服饰,0
毛衣,需要,需要-晾干,2.0,人造物,服饰,0
毛衣,需要,需要-阳光,2.0,人造物,服饰,0
毛衣,有,有-孔,2.0,人造物,服饰,0
毛衣,有,有-纤维,2.0,人造物,服饰,0
毛衣,有,有-袖子,2.0,人造物,服饰,0
茅草屋,需要,需要-草,25.0,人造物,建筑,0
茅草屋,是,是-房屋,21.0,人造物,建筑,0
茅草屋,需要,需要-搭建,10.0,人造物,建筑,0
茅草屋,可以,可以-挡雨,9.0,人造物,建筑,0
茅草屋,是,是-木的,7.0,人造物,建筑,0
茅草屋,像,像-草丛,7.0,人造物,建筑,0
茅草屋,有,有-门,7.0,人造物,建筑,1
茅草屋,有,有-屋顶,7.0,人造物,建筑,1
茅草屋,是,是-屋子,6.0,人造物,建筑,0
茅草屋,有,有-窗户,5.0,人造物,建筑,0
茅草屋,可以,可以-避雨,4.0,人造物,建筑,1
茅草屋,是,是-简陋的,4.0,人造物,建筑,0
茅草屋,是,是-建筑,4.0,人造物,建筑,0
茅草屋,需要,需要-维护,4.0,人造物,建筑,0
茅草屋,有,有-墙,4.0,人造物,建筑,0
茅草屋,可以,可以-挡风,3.0,人造物,建筑,0
茅草屋,可以,可以-居住,3.0,人造物,建筑,0
茅草屋,需要,需要-建造,3.0,人造物,建筑,0
茅草屋,有,有-空间,3.0,人造物,建筑,0
茅草屋,可以,可以-取暖,2.0,人造物,建筑,1
茅草屋,可以,可以-御寒,2.0,人造物,建筑,0
茅草屋,其他,其他-杜甫,2.0,人造物,建筑,0
茅草屋,是,是-脆弱的,2.0,人造物,建筑,0
茅草屋,需要,需要-检查,2.0,人造物,建筑,0
茅草屋,需要,需要-设计,2.0,人造物,建筑,1
茅草屋,需要,需要-修缮,2.0,人造物,建筑,0
茅草屋,有,有-房顶,2.0,人造物,建筑,0
茅草屋,有,有-泥土,2.0,人造物,建筑,1
茅草屋,有,有-人,2.0,人造物,建筑,0
茅草屋,有,有-土,2.0,人造物,建筑,1
摩托车,是,是-工具,17.1428571428571,交通工具,车,1
摩托车,其他,其他-交通,16.0714285714286,交通工具,车,1
摩托车,可以,可以-骑,15.0,交通工具,车,0
摩托车,需要,需要-油,12.8571428571429,交通工具,车,0
摩托车,是,是-车,11.7857142857143,交通工具,车,0
摩托车,有,有-轮子,11.7857142857143,交通工具,车,1
摩托车,需要,需要-加油,8.57142857142857,交通工具,车,1
摩托车,有,有-把手,8.57142857142857,交通工具,车,1
摩托车,有,有-发动机,7.5,交通工具,车,0
摩托车,有,有-座位,7.5,交通工具,车,0
摩托车,像,像-自行车,6.42857142857143,交通工具,车,0
摩托车,需要,需要-汽油,6.42857142857143,交通工具,车,0
摩托车,像,像-电动车,5.35714285714286,交通工具,车,0
摩托车,需要,需要-驾驶,4.28571428571429,交通工具,车,0
摩托车,可以,可以-代步,3.21428571428571,交通工具,车,0
摩托车,是,是-机动的,3.21428571428571,交通工具,车,0
摩托车,需要,需要-保养,3.21428571428571,交通工具,车,1
摩托车,有,有-多种样式,3.21428571428571,交通工具,车,0
摩托车,有,有-两个轮子,3.21428571428571,交通工具,车,0
摩托车,可以,可以-发声,2.14285714285714,交通工具,车,0
摩托车,可以,可以-买卖,2.14285714285714,交通工具,车,1
摩托车,可以,可以-耍酷,2.14285714285714,交通工具,车,1
摩托车,是,是-吵闹的,2.14285714285714,交通工具,车,0
摩托车,是,是-酷的,2.14285714285714,交通工具,车,1
摩托车,是,是-危险的,2.14285714285714,交通工具,车,0
摩托车,有,有-刹车,2.14285714285714,交通工具,车,1
摩托车,有,有-排气管,2.14285714285714,交通工具,车,0
摩托车,有,有-仪表盘,2.14285714285714,交通工具,车,0
奶牛,是,是-动物,17.5862068965517,动物,陆生动物,0
奶牛,是,是-黑色的,17.5862068965517,动物,陆生动物,0
奶牛,可以,可以-产奶,16.551724137931,动物,陆生动物,1
奶牛,是,是-白色的,16.551724137931,动物,陆生动物,0
奶牛,是,是-黑白的,14.4827586206896,动物,陆生动物,0
奶牛,需要,需要-食物,13.448275862069,动物,陆生动物,0
奶牛,需要,需要-草,11.3793103448276,动物,陆生动物,1
奶牛,有,有-花纹,11.3793103448276,动物,陆生动物,0
奶牛,可以,可以-挤奶,10.3448275862069,动物,陆生动物,0
奶牛,是,是-牛,10.3448275862069,动物,陆生动物,0
奶牛,需要,需要-水,7.24137931034483,动物,陆生动物,0
奶牛,需要,需要-饲养,7.24137931034483,动物,陆生动物,0
奶牛,有,有-尾巴,6.20689655172414,动物,陆生动物,0
奶牛,是,是-哺乳类,5.17241379310345,动物,陆生动物,0
奶牛,有,有-乳房,5.17241379310345,动物,陆生动物,1
奶牛,有,有-眼睛,5.17241379310345,动物,陆生动物,0
奶牛,像,像-斑马,4.13793103448276,动物,陆生动物,0
奶牛,像,像-羊,4.13793103448276,动物,陆生动物,1
奶牛,需要,需要-空气,4.13793103448276,动物,陆生动物,0
奶牛,需要,需要-睡觉,4.13793103448276,动物,陆生动物,0
奶牛,有,有-奶,4.13793103448276,动物,陆生动物,1
奶牛,有,有-牛奶,4.13793103448276,动物,陆生动物,0
奶牛,像,像-黄牛,3.10344827586207,动物,陆生动物,0
奶牛,有,有-斑点,3.10344827586207,动物,陆生动物,0
奶牛,有,有-角,3.10344827586207,动物,陆生动物,0
奶牛,有,有-毛,3.10344827586207,动物,陆生动物,0
奶牛,有,有-四肢,3.10344827586207,动物,陆生动物,0
奶牛,可以,可以-生产牛奶,2.06896551724138,动物,陆生动物,1
奶牛,是,是-家养的,2.06896551724138,动物,陆生动物,1
奶牛,是,是-牲畜,2.06896551724138,动物,陆生动物,1
奶牛,是,是-食物,2.06896551724138,动物,陆生动物,0
奶牛,像,像-肉牛,2.06896551724138,动物,陆生动物,0
奶牛,像,像-熊猫,2.06896551724138,动物,陆生动物,0
奶牛,需要,需要-保护,2.06896551724138,动物,陆生动物,0
奶牛,需要,需要-草料,2.06896551724138,动物,陆生动物,1
奶牛,需要,需要-喂草,2.06896551724138,动物,陆生动物,0
奶牛,有,有-鼻子,2.06896551724138,动物,陆生动物,0
奶牛,有,有-嘴巴,2.06896551724138,动物,陆生动物,0
喷泉,是,是-水,24.1935483870968,人造物,建筑,0
喷泉,可以,可以-观赏,15.4838709677419,人造物,建筑,0
喷泉,可以,可以-喷水,14.5161290322581,人造物,建筑,0
喷泉,是,是-景观,9.67741935483871,人造物,建筑,1
喷泉,需要,需要-电,7.74193548387097,人造物,建筑,1
喷泉,像,像-水枪,5.80645161290323,人造物,建筑,1
喷泉,有,有-音乐,5.80645161290323,人造物,建筑,0
喷泉,是,是-设施,4.83870967741935,人造物,建筑,0
喷泉,像,像-瀑布,4.83870967741935,人造物,建筑,0
喷泉,有,有-灯光,4.83870967741935,人造物,建筑,0
喷泉,是,是-装饰,3.87096774193548,人造物,建筑,0
喷泉,有,有-喷头,3.87096774193548,人造物,建筑,0
喷泉,可以,可以-娱乐,2.90322580645161,人造物,建筑,0
喷泉,是,是-建筑,2.90322580645161,人造物,建筑,0
喷泉,是,是-泉水,2.90322580645161,人造物,建筑,0
喷泉,像,像-烟花,2.90322580645161,人造物,建筑,0
喷泉,需要,需要-动力,2.90322580645161,人造物,建筑,0
喷泉,需要,需要-建造,2.90322580645161,人造物,建筑,0
喷泉,有,有-多种样式,2.90322580645161,人造物,建筑,1
喷泉,其他,其他-广场,1.93548387096774,人造物,建筑,0
喷泉,是,是-雕塑,1.93548387096774,人造物,建筑,1
喷泉,是,是-公共的,1.93548387096774,人造物,建筑,0
喷泉,是,是-好看的,1.93548387096774,人造物,建筑,1
喷泉,是,是-人造的,1.93548387096774,人造物,建筑,0
喷泉,像,像-花洒,1.93548387096774,人造物,建筑,1
喷泉,像,像-水龙头,1.93548387096774,人造物,建筑,0
喷泉,需要,需要-清理,1.93548387096774,人造物,建筑,0
喷泉,需要,需要-维护,1.93548387096774,人造物,建筑,0
喷泉,需要,需要-压力,1.93548387096774,人造物,建筑,1
喷泉,需要,需要-压强,1.93548387096774,人造物,建筑,0
喷泉,有,有-出水口,1.93548387096774,人造物,建筑,0
喷泉,有,有-多种颜色,1.93548387096774,人造物,建筑,1
喷泉,有,有-孔,1.93548387096774,人造物,建筑,0
喷泉,有,有-喷嘴,1.93548387096774,人造物,建筑,0
喷泉,有,有-水泵,1.93548387096774,人造物,建筑,1
喷泉,有,有-水池,1.93548387096774,人造物,建筑,0
喷泉,有,有-水管,1.93548387096774,人造物,建筑,0
苹果,是,是-食物,26.0,植物,水果,1
苹果,是,是-水果,24.0,植物,水果,0
苹果,是,是-红色的,16.0,植物,水果,0
苹果,有,有-皮,13.0,植物,水果,0
苹果,是,是-甜的,12.0,植物,水果,0
苹果,有,有-果核,12.0,植物,水果,0
苹果,有,有-果肉,11.0,植物,水果,1
苹果,需要,需要-水,10.0,植物,水果,1
苹果,需要,需要-种植,8.0,植物,水果,0
苹果,需要,需要-削皮,7.0,植物,水果,1
苹果,需要,需要-阳光,7.0,植物,水果,1
苹果,是,是-圆形,6.0,植物,水果,0
苹果,需要,需要-土,6.0,植物,水果,0
苹果,像,像-脸,5.0,植物,水果,0
苹果,需要,需要-空气,5.0,植物,水果,1
苹果,是,是-绿色的,4.0,植物,水果,1
苹果,像,像-梨,4.0,植物,水果,1
苹果,需要,需要-清洗,4.0,植物,水果,0
苹果,可以,可以-解渴,3.0,植物,水果,0
苹果,是,是-脆的,3.0,植物,水果,1
苹果,是,是-健康的,3.0,植物,水果,1
苹果,是,是-香的,3.0,植物,水果,1
苹果,是,是-植物,3.0,植物,水果,0
苹果,像,像-球,3.0,植物,水果,1
苹果,像,像-桃子,3.0,植物,水果,1
苹果,需要,需要-肥料,3.0,植物,水果,0
