Source,relation,Target
滑雪道,需要,温度低
滑雪道,有,高度
滑雪道,有,轨道
滑雪道,有,宽度
滑雪道,有,人
化妆品,可以,买卖
化妆品,是,化学的
化妆品,有,化学成分
化妆品,可以,化妆
化妆品,有,多种品牌
化妆品,有,口红
化妆品,可以,美容
化妆品,是,贵的
化妆品,有,多种种类
化妆品,有,壳
化妆品,有,眼影
化妆品,可以,护肤
化妆品,可以,涂抹
化妆品,像,魔法
化妆品,有,多种样式
化妆品,有,粉底
化妆品,可以,修饰
化妆品,其他,女人
化妆品,是,神奇的
化妆品,像,药
化妆品,需要,制造
化妆品,有,眉笔
化妆品,有,腮红
化妆品,可以,保护皮肤
化妆品,可以,变美丽
化妆品,可以,美颜
化妆品,可以,使用
化妆品,是,护肤品
化妆品,是,日常的
化妆品,是,生活用品
化妆品,是,香的
化妆品,是,用品
化妆品,像,面具
化妆品,像,颜料
化妆品,需要,保存
化妆品,需要,合理使用
化妆品,需要,金钱
化妆品,需要,推销
化妆品,有,多种颜色
化妆品,有,高光
化妆品,有,眼线笔
画笔,可以,绘画
画笔,有,多种颜色
画笔,是,笔
画笔,可以,写字
画笔,有,笔杆
画笔,可以,买卖
画笔,需要,颜料
画笔,像,毛笔
画笔,有,毛
画笔,像,铅笔
画笔,是,文具
画笔,有,笔尖
画笔,可以,使用
画笔,是,长的
画笔,像,笔
画笔,像,钢笔
画笔,像,棍棒
画笔,像,刷子
画笔,需要,清洗
画笔,有,笔头
画笔,有,笔芯
画笔,有,多种样式
画笔,有,多种种类
画笔,有,壳
画架,是,木的
画架,可以,绘画
画架,是,架子
画架,是,支架
画架,像,木板
画架,有,腿
画架,需要,搭建
画架,有,高度
画架,可以,立着
画架,像,桌子
画架,需要,制造
画架,有,螺丝
画架,可以,摆放
画架,可以,放画
画架,可以,放画板
画架,可以,固定
画架,可以,买卖
画架,是,金属
画架,像,书架
画架,需要,支撑
画架,有,板子
画架,有,多种材质
画架,有,多种型号
画架,有,画板
画架,可以,使用
画架,可以,调节
画架,是,摆设
画架,是,重的
画架,像,衣架
画架,有,多种种类
画架,有,画框
画眉鸟,有,羽毛
画眉鸟,可以,飞
画眉鸟,有,翅膀
画眉鸟,有,嘴巴
画眉鸟,可以,唱歌
画眉鸟,可以,观赏
画眉鸟,是,好看的
画眉鸟,需要,水
画眉鸟,有,眼睛
画眉鸟,可以,叫
画眉鸟,是,好听的
画眉鸟,需要,虫
画眉鸟,需要,空气
画眉鸟,有,爪子
画眉鸟,需要,保护
画眉鸟,有,尾巴
画眉鸟,是,棕色的
画眉鸟,像,歌唱家
画眉鸟,像,麻雀
画眉鸟,需要,睡觉
画眉鸟,需要,饲养
画眉鸟,可以,发声
画眉鸟,可以,鸣唱
画眉鸟,可以,训练
画眉鸟,是,宠物
画眉鸟,是,可爱的
画眉鸟,是,小的
画眉鸟,像,杜鹃
画眉鸟,像,精灵
画眉鸟,需要,笼子
画眉鸟,需要,树
画眉鸟,需要,自由
画眉鸟,有,白眼影
画眉鸟,有,多种颜色
画眉鸟,有,尖嘴巴
画眉鸟,有,头
画眉鸟,有,眼影
画纸,可以,绘画
画纸,是,纸
画纸,是,白色的
画纸,可以,买卖
画纸,有,多种颜色
画纸,可以,写字
画纸,可以,裁剪
画纸,是,薄的
画纸,需要,画笔
画纸,有,纤维
画纸,是,粗糙的
画纸,是,软的
画纸,是,文具
画纸,是,易坏的
画纸,像,墙
画纸,像,卫生纸
画纸,像,宣纸
画纸,有,多种型号
画纸,有,多种种类
桦木,有,叶子
桦木,需要,水
桦木,是,树
桦木,需要,土
桦木,有,树干
桦木,需要,阳光
桦木,有,根
桦木,有,树枝
桦木,是,高的
桦木,需要,种植
桦木,需要,空气
桦木,可以,观赏
桦木,是,白色的
桦木,像,白杨
桦木,有,果实
桦木,像,杨树
桦木,可以,挡风
桦木,是,大的
桦木,是,高大的
桦木,是,木材
桦木,是,木的
桦木,可以,固沙
桦木,可以,燃烧
桦木,是,绿色的
桦木,像,电线杆
桦木,需要,保护
桦木,可以,当木材
桦木,可以,净化空气
桦木,可以,绿化
桦木,可以,生长
桦木,是,灌木
桦木,是,乔木
桦木,是,生物
桦木,是,直的
桦木,像,船
桦木,像,军人
桦木,像,松树
桦木,像,柱子
桦木,需要,营养
桦木,有,多种种类
桦木,有,茎
怀表,是,钟表
怀表,可以,看时间
怀表,有,指针
怀表,有,表盘
怀表,可以,计时
怀表,有,链子
怀表,是,圆形
怀表,有,表链
怀表,可以,买卖
怀表,有,分针
怀表,有,时针
怀表,像,项链
怀表,像,钟
怀表,需要,电
怀表,是,金属
怀表,有,盖子
怀表,有,秒针
怀表,有,数字
怀表,可以,查看时间
怀表,是,古老的
怀表,是,饰品
怀表,是,小的
怀表,有,表盖
怀表,有,刻度
怀表,可以,放在怀里
怀表,可以,收藏
怀表,是,生活用品
怀表,是,仪器
怀表,像,徽章
怀表,像,镜子
怀表,像,扣子
怀表,像,手表
怀表,需要,保养
怀表,需要,脖子
怀表,需要,动力
怀表,需要,佩戴
怀表,需要,上发条
怀表,需要,设计
怀表,需要,制造
怀表,有,表带
怀表,有,表壳
怀表,有,玻璃
怀表,有,齿轮
怀表,有,壳
槐树,需要,水
槐树,有,叶子
槐树,有,树干
槐树,是,树
槐树,需要,土
槐树,需要,阳光
槐树,像,伞
槐树,需要,空气
槐树,有,根
槐树,是,高的
槐树,有,槐花
槐树,是,大的
槐树,可以,开花
槐树,有,树枝
槐树,可以,乘凉
槐树,是,高大的
槐树,是,绿色的
槐树,是,香的
槐树,像,杨树
槐树,有,花
槐树,可以,观赏
槐树,可以,净化空气
槐树,需要,肥料
槐树,需要,营养
槐树,有,果实
槐树,可以,光合作用
槐树,是,白色的
槐树,像,梨树
槐树,像,蘑菇
槐树,像,松树
槐树,需要,种植
槐树,有,树冠
换气扇,是,风扇
换气扇,需要,电
换气扇,有,扇叶
换气扇,可以,换气
换气扇,其他,厨房
换气扇,是,工具
换气扇,需要,清洗
换气扇,可以,排气
换气扇,是,家具
换气扇,像,空调
换气扇,需要,维护
换气扇,有,叶子
换气扇,其他,厕所
换气扇,像,风车
换气扇,像,扇子
换气扇,需要,修理
换气扇,有,发动机
换气扇,有,开关
换气扇,可以,抽油烟
换气扇,可以,调节温度
换气扇,可以,通风
换气扇,是,机器
换气扇,是,金属
换气扇,是,设备
换气扇,是,小的
换气扇,像,抽油烟机
换气扇,像,螺旋桨
换气扇,需要,安装
换气扇,需要,动力
换气扇,有,电机
换气扇,有,电线
浣熊,需要,水
浣熊,有,毛
浣熊,有,四肢
浣熊,是,熊
浣熊,有,眼睛
浣熊,可以,爬树
浣熊,有,尾巴
浣熊,像,熊猫
浣熊,需要,保护
浣熊,需要,睡觉
浣熊,可以,跑
浣熊,是,哺乳类
浣熊,是,可爱的
浣熊,有,嘴巴
浣熊,有,鼻子
浣熊,有,耳朵
浣熊,是,棕色的
浣熊,需要,空气
浣熊,可以,捕猎
浣熊,可以,观赏
浣熊,有,皮肤
浣熊,有,头
浣熊,有,爪子
浣熊,可以,娱乐
浣熊,像,小熊猫
浣熊,需要,阳光
浣熊,是,方便面
浣熊,是,灰色的
浣熊,可以,捕鱼
浣熊,可以,繁衍
浣熊,可以,行走
浣熊,可以,卖萌
浣熊,可以,游泳
浣熊,是,肉食类
浣熊,像,狗
浣熊,像,猫
浣熊,像,松鼠
浣熊,需要,栖息地
浣熊,有,大脑
浣熊,有,多种型号
浣熊,有,黑眼圈
浣熊,有,身体
浣熊,有,牙齿
皇冠,有,宝石
皇冠,可以,戴
皇冠,可以,佩戴
皇冠,是,装饰
皇冠,有,钻石
皇冠,是,帽子
皇冠,是,贵的
皇冠,需要,制造
皇冠,有,多种样式
皇冠,有,黄金
皇冠,是,贵重的
皇冠,可以,观赏
皇冠,是,好看的
皇冠,是,金属
皇冠,像,山
皇冠,需要,保养
皇冠,需要,擦
皇冠,可以,戴在头上
皇冠,是,高贵的
皇冠,是,黄色的
皇冠,是,金色的
皇冠,是,君主的
皇冠,是,亮的
皇冠,是,权利的象征
皇冠,是,饰品
皇冠,有,多种材质
皇冠,有,棱角
皇冠,可以,买卖
皇冠,可以,收藏
皇冠,其他,皇冠会掉
皇冠,是,精致的
皇冠,是,头饰
皇冠,是,象征
皇冠,是,重的
皇冠,是,尊贵的
皇冠,像,星星
皇冠,需要,保存
皇冠,需要,地位
皇冠,需要,清洗
皇冠,需要,设计
皇冠,有,多种颜色
皇冠,有,珍珠
皇冠,有,珠宝
黄灯,是,灯
黄灯,需要,电
黄灯,是,黄色的
黄灯,有,光
黄灯,其他,交通
黄灯,是,信号
黄灯,像,月亮
黄灯,是,亮的
黄灯,有,灯丝
黄灯,是,工具
黄灯,有,灯泡
黄灯,有,多种样式
黄灯,可以,发光
黄灯,其他,红绿灯
黄灯,是,温暖的
黄灯,像,红灯
黄灯,像,火
黄灯,像,太阳
黄灯,像,眼睛
黄灯,需要,修理
黄灯,有,警示作用
黄瓜,是,绿色的
黄瓜,像,丝瓜
黄瓜,需要,水
黄瓜,有,刺
黄瓜,是,长的
黄瓜,需要,种植
黄瓜,可以,炒
黄瓜,需要,清洗
黄瓜,需要,土
黄瓜,需要,阳光
黄瓜,有,皮
黄瓜,有,籽
黄瓜,可以,凉拌
黄瓜,可以,生吃
黄瓜,是,条状的
黄瓜,需要,采摘
黄瓜,像,棍棒
黄瓜,需要,空气
黄瓜,是,水果
黄瓜,需要,切
黄瓜,有,花
黄瓜,有,维生素
黄瓜,有,营养
黄瓜,是,脆的
黄瓜,需要,削皮
黄瓜,有,把手
黄瓜,有,多种种类
黄瓜,有,瓜皮
黄瓜,有,瓜瓤
黄瓜,有,水
黄瓜,有,维生素C
黄瓜,可以,拌
黄瓜,可以,干吃
黄瓜,可以,买卖
黄瓜,可以,美容
黄瓜,可以,腌制
黄瓜,是,细的
黄瓜,像,擀面杖
黄瓜,像,萝卜
黄瓜,需要,营养
黄瓜,有,多种型号
黄瓜,有,多种颜色
黄瓜,有,根
黄瓜,有,果肉
黄瓜,有,茎
黄瓜,有,瓤
黄瓜,有,叶子
黄花鱼,是,鱼
黄花鱼,需要,水
黄花鱼,有,鳞
黄花鱼,有,尾巴
黄花鱼,可以,游泳
黄花鱼,有,鳍
黄花鱼,需要,氧气
黄花鱼,是,黄色的
黄花鱼,有,鳃
黄花鱼,有,眼睛
黄花鱼,是,油炸类
黄花鱼,需要,空气
黄花鱼,是,好吃的
黄花鱼,有,刺
黄花鱼,是,海里的
黄花鱼,是,肉
黄花鱼,是,水里的
黄花鱼,有,多种种类
黄花鱼,可以,观赏
黄花鱼,可以,罐头
黄花鱼,可以,蒸
黄花鱼,是,常见的
黄花鱼,是,淡水类
黄花鱼,是,海产品
黄花鱼,是,嫩的
黄花鱼,像,带鱼
黄花鱼,像,黄鱼
黄花鱼,像,鲤鱼
黄花鱼,需要,保护
黄花鱼,需要,捕捞
黄花鱼,需要,海水
黄花鱼,需要,呼吸
黄花鱼,需要,烹饪
黄花鱼,需要,清洗
黄花鱼,需要,睡觉
黄花鱼,需要,饲养
黄花鱼,有,内脏
黄花鱼,有,头
黄花鱼,有,鱼骨
黄花鱼,有,鱼身
黄花鱼,有,嘴巴
黄金树,是,树
黄金树,像,黄金
黄金树,需要,水
黄金树,有,叶子
黄金树,可以,观赏
黄金树,需要,阳光
黄金树,有,树枝
黄金树,需要,土
黄金树,需要,种植
黄金树,是,绿色的
黄金树,是,乔木
黄金树,是,虚构的
黄金树,有,根
黄金树,有,树干
黄金树,可以,净化空气
黄金树,可以,买卖
黄金树,可以,摇
黄金树,是,高的
黄金树,是,金色的
黄金树,像,伞
黄金树,需要,保护
黄金树,需要,想象力
黄金树,需要,营养
黄金树,有,多种种类
黄金树,有,花
黄牛,可以,耕地
黄牛,需要,水
黄牛,是,黄色的
黄牛,有,尾巴
黄牛,需要,草
黄牛,有,角
黄牛,有,四肢
黄牛,是,牛
黄牛,需要,饲养
黄牛,像,水牛
黄牛,是,哺乳类
黄牛,像,人
黄牛,有,牛角
黄牛,可以,卖票
黄牛,需要,空气
黄牛,有,眼睛
黄牛,可以,犁地
黄牛,是,草食类
黄牛,像,马
黄牛,像,奶牛
黄牛,需要,睡觉
黄牛,有,鼻子
黄牛,有,肉
黄牛,有,身体
黄牛,有,牙齿
黄牛,有,嘴巴
黄牛,可以,倒票的
黄牛,是,大的
黄牛,是,家养的
黄牛,是,票贩子
黄牛,是,人物
黄牛,是,肉食类
黄牛,是,牲畜
黄牛,是,温和的
黄牛,是,温顺的
黄牛,像,骆驼
黄牛,像,野牛
黄牛,需要,烹饪
黄牛,有,脚
黄牛,有,毛
黄牛,有,皮肤
黄牛,有,蹄子
黄牛,有,头
黄鼠狼,有,尾巴
黄鼠狼,有,毛
黄鼠狼,可以,跑
黄鼠狼,有,四肢
黄鼠狼,是,黄色的
黄鼠狼,需要,水
黄鼠狼,像,狐狸
黄鼠狼,需要,保护
黄鼠狼,需要,鸡
黄鼠狼,有,皮肤
黄鼠狼,可以,捕猎
黄鼠狼,其他,黄鼠狼给鸡拜年
黄鼠狼,像,狼
黄鼠狼,有,眼睛
黄鼠狼,有,长尾巴
黄鼠狼,有,嘴巴
黄鼠狼,可以,观赏
黄鼠狼,可以,偷鸡
黄鼠狼,是,肉食类
黄鼠狼,是,棕色的
黄鼠狼,像,狗
黄鼠狼,需要,空气
黄鼠狼,可以,爬树
黄鼠狼,可以,游泳
黄鼠狼,是,哺乳类
黄鼠狼,是,光滑的
黄鼠狼,是,坏的
黄鼠狼,是,黄鼬
黄鼠狼,是,狡猾的
黄鼠狼,是,晚上的
黄鼠狼,是,小的
黄鼠狼,像,老鼠
黄鼠狼,像,人
黄鼠狼,需要,空间
黄鼠狼,需要,睡觉
黄鼠狼,需要,氧气
黄鼠狼,有,脚
黄鼠狼,有,头
黄鼠狼,有,牙齿
黄水仙,是,花
黄水仙,可以,观赏
黄水仙,需要,水
黄水仙,是,黄色的
黄水仙,有,根
黄水仙,是,香的
黄水仙,需要,空气
黄水仙,需要,土
黄水仙,需要,种植
黄水仙,有,花瓣
黄水仙,是,好看的
黄水仙,像,大蒜
黄水仙,需要,阳光
黄水仙,有,叶子
黄水仙,有,茎
黄水仙,像,喇叭花
黄水仙,需要,肥料
黄水仙,像,美人
黄水仙,有,多种颜色
黄水仙,有,花蕊
黄土,是,黄色的
黄土,是,土
黄土,是,粉末
黄土,是,颗粒的
黄土,有,多种颜色
黄土,可以,建房
黄土,是,沉积物
黄土,像,沙
黄土,是,泥土
黄土,需要,保护
黄土,需要,水
黄土,是,粘的
黄土,像,黑土
黄土,有,矿物质
黄土,可以,烧砖
黄土,可以,形成峭壁
黄土,是,固体
黄土,是,土的一种
黄土,是,自然的
黄土,像,面粉
黄土,像,沙漠
黄土,需要,阳光
黄土,需要,治理
黄土,有,虫
黄土,有,微生物
黄油,是,油
黄油,是,黄色的
黄油,是,脂肪
黄油,是,固体
黄油,可以,炒菜
黄油,需要,冷藏
黄油,像,奶酪
黄油,像,奶油
黄油,是,香的
黄油,有,多种颜色
黄油,有,营养
黄油,可以,煎牛排
黄油,需要,保存
黄油,需要,牛奶
黄油,是,高热量的
黄油,像,肥皂
黄油,需要,加热
黄油,需要,搅拌
黄油,需要,融化
黄油,需要,提炼
黄油,有,奶味
黄油,有,味道
黄油,可以,抹面包
黄油,可以,调味
黄油,可以,用作调味品
黄油,其他,不可多吃
黄油,是,甜的
黄油,是,植物的
黄油,像,豆腐
黄油,像,猪油
黄油,需要,炼制
黄油,需要,密封
黄油,需要,制造
黄油,有,矿物质
黄油,有,维生素
婚纱,可以,穿
婚纱,是,白色的
婚纱,是,婚庆的
婚纱,是,礼服
婚纱,是,裙子
婚纱,是,衣服
婚纱,是,好看的
婚纱,有,头纱
婚纱,需要,清洗
婚纱,需要,设计
婚纱,有,布
婚纱,有,装饰
婚纱,可以,买卖
婚纱,可以,拍照
婚纱,是,新娘的
婚纱,有,多种样式
婚纱,是,纱制品
婚纱,有,多种颜色
婚纱,有,蕾丝
婚纱,有,裙摆
婚纱,有,纱
婚纱,有,纱布
婚纱,是,薄的
婚纱,是,纯洁的
婚纱,是,贵的
婚纱,是,长的
婚纱,像,云
婚纱,像,长裙
婚纱,需要,保存
婚纱,需要,定制
婚纱,需要,缝纫
婚纱,需要,制造
婚纱,有,长裙
馄饨,有,皮
馄饨,像,饺子
馄饨,有,馅儿
馄饨,是,好吃的
馄饨,需要,煮
馄饨,有,面粉
馄饨,有,肉
馄饨,需要,包
馄饨,有,蔬菜
馄饨,可以,饱腹
馄饨,有,肉馅
馄饨,可以,买卖
馄饨,是,白色的
馄饨,是,早餐
馄饨,是,早上的
馄饨,像,元宝
馄饨,需要,制造
馄饨,有,汤
馄饨,可以,煎
馄饨,可以,品茶
馄饨,是,北方的
馄饨,是,面食
馄饨,是,小吃
馄饨,像,云
馄饨,需要,冷藏
馄饨,需要,水
馄饨,有,薄皮
火车,其他,交通
火车,是,工具
火车,有,车厢
火车,需要,司机
火车,是,长的
火车,有,车头
火车,需要,电
火车,有,轨道
火车,有,轮子
火车,可以,乘坐
火车,需要,驾驶
火车,可以,行驶
火车,像,高铁
火车,需要,铁轨
火车,需要,维护
火车,有,座位
火车,可以,拉货
火车,需要,动力
火车,需要,买票
火车,需要,能源
火车,需要,修理
火车,是,绿色的
火车,像,龙
火车,像,马车
火车,需要,燃料
火车,有,乘务员
火车,可以,提供便利
火车,可以,运输
火车,可以,载人
火车,是,多节的
火车,是,公共的
火车,是,金属
火车,像,毛毛虫
火车,像,箱子
火车,需要,清洗
火车,有,车身
火车,有,车尾
火车,有,动车
火车,有,高铁
火锅,是,辣的
火锅,是,好吃的
火锅,需要,锅
火锅,需要,加热
火锅,有,肉
火锅,有,菜
火锅,有,底料
火锅,需要,水
火锅,有,辣椒
火锅,像,麻辣烫
火锅,有,多种味道
火锅,有,蔬菜
火锅,是,红色的
火锅,有,牛肉
火锅,可以,解馋
火锅,可以,聚餐
火锅,可以,聚会
火锅,可以,涮菜
火锅,其他,海底捞
火锅,是,沸腾的
火锅,是,四川
火锅,是,香的
火锅,是,圆形
火锅,像,烩菜
火锅,需要,电
火锅,需要,电磁炉
火锅,需要,锅底
火锅,需要,火
火锅,需要,清洗
火锅,需要,煮
火锅,有,不辣的
火锅,有,锅底
火锅,有,牛油
火锅,有,汤
火锅,有,调料
火锅,有,羊肉
火锅,有,油
火锅,有,鸳鸯锅
火鸡,是,鸡
火鸡,需要,水
火鸡,有,翅膀
火鸡,有,羽毛
火鸡,是,大的
火鸡,需要,空气
火鸡,有,头
火鸡,是,禽类
火鸡,需要,饲养
火鸡,有,鸡冠
火鸡,有,嘴巴
火鸡,可以,跑
火鸡,像,公鸡
火鸡,像,鸵鸟
火鸡,需要,烘烤
火鸡,有,腿
火鸡,有,尾巴
火鸡,有,眼睛
火鸡,可以,飞
火鸡,其他,感恩节
火鸡,是,红色的
火鸡,是,难吃的
火鸡,是,肉
火鸡,需要,虫
火鸡,需要,睡觉
火鸡,需要,氧气
火鸡,有,毛
火鸡,有,内脏
火鸡,有,爪子
火鸡,可以,观赏
火鸡,可以,庆祝
火鸡,可以,庆祝圣诞
火鸡,是,国外的
火鸡,是,好吃的
火鸡,是,家养的
火鸡,像,大公鸡
火鸡,像,孔雀
火鸡,像,鸭子
火鸡,需要,保护
火鸡,需要,空间
火鸡,有,脖子
火鸡,有,鸡翅
火鸡,有,鸡腿
火鸡,有,身体
火鸡,有,四肢
火箭,需要,燃料
火箭,可以,飞
火箭,可以,上天
火箭,是,器械
火箭,是,飞行器
火箭,是,工具
火箭,像,导弹
火箭,可以,发射
火箭,可以,航空
火箭,可以,升空
火箭,需要,动力
火箭,有,火
火箭,有,壳
火箭,有,推进器
火箭,是,大的
火箭,是,高科技
火箭,是,金属
火箭,是,快速的
火箭,是,圆柱形
火箭,是,装置
火箭,像,飞机
火箭,需要,点火
火箭,需要,设计
火箭,需要,制造
火箭,有,多种样式
火箭,有,箭头
火箭,可以,燃烧
火箭,其他,交通
火箭,是,贵的
火箭,是,球队
火箭,是,武器
火箭,是,重的
火箭,像,飞船
火箭,像,弓箭
火箭,像,子弹
火箭,需要,工程师
火箭,有,火箭头
火箭,有,喷射器
火烈鸟,需要,水
火烈鸟,有,翅膀
火烈鸟,有,羽毛
火烈鸟,可以,飞
火烈鸟,是,红色的
火烈鸟,可以,观赏
火烈鸟,是,粉红色的
火烈鸟,有,嘴巴
火烈鸟,需要,保护
火烈鸟,需要,空气
火烈鸟,像,丹顶鹤
火烈鸟,有,爪子
火烈鸟,是,好看的
火烈鸟,像,火
火烈鸟,需要,睡觉
火烈鸟,有,毛
火烈鸟,有,腿
火烈鸟,有,尾巴
火烈鸟,可以,跑
火烈鸟,像,鹤
火烈鸟,有,脖子
火烈鸟,有,大长腿
火烈鸟,有,尖嘴巴
火烈鸟,有,内脏
火烈鸟,有,头
火烈鸟,有,眼睛
火烈鸟,可以,行走
火烈鸟,可以,觅食
火烈鸟,是,大的
火烈鸟,是,禽类
火烈鸟,是,群居的
火烈鸟,像,火鸡
火烈鸟,需要,阳光
火烈鸟,有,身体
火烈鸟,有,四肢
火烈鸟,有,长脖子
火烈鸟,有,长腿
火山,有,岩浆
火山,是,山
火山,是,地理
火山,可以,喷发
火山,是,危险的
火山,有,火
火山,是,自然的
火山,有,火山口
火山,有,岩石
火山,可以,爆发
火山,是,景观
火山,需要,远离
火山,有,火山灰
火山,可以,观赏
火山,可以,喷火
火山,是,红色的
火山,是,可怕的
火山,是,热的
火山,可以,火锅
火山,可以,喷出岩浆
火山,可以,休眠
火山,可以,研究
火山,是,活的
火山,是,三角形
火山,是,山体
火山,是,壮观的
火山,像,井
火山,需要,保护
火山,需要,地质运动
火山,需要,观测
火山,需要,小心
火山,需要,有岩浆
火山,有,多种种类
火山,有,活火山
火山,有,熔浆
火山,有,石头
火山,有,死火山
火腿,是,肉
火腿,需要,腌制
火腿,需要,制造
火腿,可以,炒
火腿,可以,买卖
火腿,有,味道
火腿,有,猪肉
火腿,是,红色的
火腿,是,腿
火腿,需要,切
火腿,有,淀粉
火腿,可以,烹饪
火腿,是,咸的
火腿,像,棍棒
火腿,需要,防腐
火腿,需要,阳光
火腿,有,蛋白质
火腿,有,多种种类
火腿,有,盐
火腿,有,营养
火腿,其他,猪
火腿,是,熟的
火腿,是,香的
火腿,像,鸡腿
火腿,像,培根
火腿,需要,保存
火腿,需要,风干
火腿,需要,干燥
火腿,需要,晾干
火腿,有,包装
火腿,可以,饱腹
火腿,可以,炒饭
火腿,可以,炖汤
火腿,可以,烤
火腿,是,好吃的
火腿,是,熟食
火腿,像,棒球棒
火腿,像,笔
火腿,像,琵琶
火腿,像,香肠
火腿,需要,花钱买
火腿,需要,加工
火腿,需要,少吃
火腿,需要,熏制的
火腿,需要,烟熏
火腿,有,多种品牌
火腿,有,面粉
火腿,有,皮
火腿肠,是,肉
火腿肠,需要,制造
火腿肠,有,淀粉
火腿肠,有,包装
火腿肠,像,棍棒
火腿肠,像,腊肠
火腿肠,像,香肠
火腿肠,可以,饱腹
火腿肠,可以,买卖
火腿肠,是,好吃的
火腿肠,是,零食
火腿肠,是,圆柱形
火腿肠,有,多种品牌
火腿肠,可以,炒
火腿肠,需要,保存
火腿肠,有,多种味道
火腿肠,有,面粉
火腿肠,有,猪肉
火腿肠,可以,泡面
火腿肠,是,肉色的
火腿肠,是,软的
火腿肠,是,咸的
火腿肠,是,油炸类
火腿肠,像,肉肠
火腿肠,像,手指
火腿肠,需要,剥开
火腿肠,需要,防腐
火腿肠,需要,生产
火腿肠,有,包装袋
火腿肠,有,蛋白质
火腿肠,有,多种型号
火腿肠,有,嚼劲
火腿肠,有,食品添加剂
火腿肠,有,味道
火腿肠,有,营养
火焰,是,热的
火焰,需要,燃料
火焰,有,温度
火焰,可以,取暖
火焰,可以,燃烧
火焰,是,火
火焰,是,红色的
火焰,有,光
火焰,需要,空气
火焰,有,多种颜色
火焰,需要,氧气
火焰,有,多种形状
火焰,可以,发热
火焰,是,黄色的
火焰,像,太阳
火焰,需要,木材
火焰,可以,发光
火焰,可以,烤肉
火焰,是,危险的
火焰,像,灯
火焰,像,花
火焰,需要,打火机
火焰,需要,小心
火焰,有,高温
火焰,有,热量
火焰,可以,烹饪
火焰,可以,烧烤
火焰,可以,使用
火焰,可以,提供热量
火焰,可以,跳
火焰,是,化学的
火焰,是,温暖的
火焰,是,现象
火焰,像,星星
火焰,需要,可燃物
火焰,有,热度
火焰,有,焰心
火药,可以,爆炸
火药,是,危险的
火药,需要,点火
火药,可以,燃烧
火药,是,粉末
火药,像,炸弹
火药,有,硫磺
火药,有,杀伤力
火药,需要,制造
火药,是,战争
火药,像,药
火药,有,多种种类
火药,有,硝石
火药,可以,攻击
火药,可以,伤人
火药,是,发明
火药,是,化学的
火药,是,药剂
火药,像,烟花
火药,需要,安全
火药,需要,保存
火药,需要,木炭
火药,需要,小心
火药,有,化学成分
火药,有,气味
火药,可以,保护
火药,可以,炼丹
火药,可以,使用
火药,是,刺鼻的
火药,是,黑色的
火药,是,四大发明之一
火药,是,中国的
火药,是,中国四大发明之一
火药,像,面粉
火药,像,芝麻
火药,需要,原材料
火药,有,破坏力
火药,有,威力
火药,有,硝酸钾
火灾报警器,可以,报警
火灾报警器,可以,发声
火灾报警器,需要,安装
火灾报警器,需要,电
火灾报警器,是,装置
火灾报警器,是,器具
火灾报警器,其他,火灾
火灾报警器,有,按键
火灾报警器,是,安保的
火灾报警器,是,工具
火灾报警器,需要,检查
火灾报警器,可以,保护
火灾报警器,有,灯
火灾报警器,可以,报火警
火灾报警器,可以,预防火灾
火灾报警器,是,报警器
火灾报警器,是,红色的
火灾报警器,是,设施
火灾报警器,像,闹钟
火灾报警器,可以,保护人
火灾报警器,可以,发铃铛声
火灾报警器,可以,防火
火灾报警器,可以,呼救
火灾报警器,可以,预防
火灾报警器,可以,预防家庭火灾
火灾报警器,是,金属
火灾报警器,是,器材
火灾报警器,是,仪器
火灾报警器,是,圆形
火灾报警器,像,盒子
火灾报警器,像,警察
火灾报警器,像,灭火器
火灾报警器,需要,电流
火灾报警器,需要,火
火灾报警器,需要,维护
火灾报警器,需要,维修
火灾报警器,有,灯光
火灾报警器,有,电流
火灾报警器,有,多种样式
火灾报警器,有,红灯
火灾报警器,有,警铃
机票,可以,买卖
机票,是,凭证
机票,是,贵的
机票,是,纸
机票,像,车票
机票,有,个人信息
机票,有,航班信息
机票,是,票
机票,需要,保存
机票,有,座位
机票,像,门票
机票,需要,打印
机票,有,文字
机票,可以,乘飞机
机票,可以,通行
机票,其他,飞机
机票,是,电子的
机票,是,票据
机票,是,长方形
机票,像,电影票
机票,像,邮票
机票,需要,花钱
机票,有,航班号
机票,有,目的地
机票,有,姓名
机器人,像,人
机器人,需要,电
机器人,是,机器
机器人,是,高科技
机器人,有,芯片
机器人,可以,说话
机器人,是,智能的
机器人,可以,工作
机器人,可以,扫地
机器人,是,金属
机器人,需要,维护
机器人,需要,修理
机器人,需要,研究
机器人,需要,制造
机器人,有,多种种类
机器人,可以,动
机器人,可以,计算
机器人,是,装置
机器人,是,自动的
机器人,有,零件
机器人,可以,帮助人
机器人,可以,行走
机器人,是,AI
机器人,是,电子产品
机器人,是,机械
机器人,是,假的
机器人,是,人工智能
机器人,需要,计算机控制
机器人,需要,清洗
机器人,需要,升级
机器人,有,多种功能
机器人,有,四肢
机器人,有,遥控装置
机器人,有,执行机构
机器人,有,自动控制装置
机枪,有,子弹
机枪,是,枪
机枪,可以,杀人
机枪,有,扳机
机枪,是,危险的
机枪,需要,瞄准
机枪,可以,保护
机枪,可以,保护人
机枪,可以,打人
机枪,可以,打仗
机枪,可以,攻击
机枪,可以,射击
机枪,需要,扣动扳机
